omnibus,124,72,196
nyaman,1,0,1
terdak,1,0,1
apatis,1,0,1
bajing,1,0,1
fadli,1,0,1
tnaya,1,0,1
statemenya,1,0,1
g,1,0,1
bonus,1,0,1
demografi,1,0,1
jawabanya,1,0,1
youtubenya,1,0,1
jatuh,1,0,1
kabar,1,0,1
merespon,1,0,1
represif,1,0,1
islam,1,0,1
pandang,1,0,1
mikir,1,0,1
nyinyir,1,0,1
nyalahin,0,1,1
teliti,0,1,1
kolom,0,1,1
comment,0,1,1
sejelasxnya,0,1,1
ngehe,0,1,1
kembali,1,0,1
kecoh,1,0,1
tt,1,0,1
barusan,1,0,1
kamar,1,0,1
denger,1,0,1
makku,1,0,1
tipi,1,0,1
artis,1,0,1
wawancara,1,0,1
sumpa,1,0,1
goblo,1,0,1
sape,1,0,1
anjg,1,0,1
bijaksana,1,0,1
matana,1,0,1
yangfun,1,0,1
aq,1,0,1
emosy,1,0,1
tong,1,0,1
mangkas,0,1,1
ijin,0,1,1
rusakin,1,0,1
cikeas,1,0,1
bandar,1,0,1
kembang,1,0,1
liar,1,0,1
ahy,1,0,1
buah,1,0,1
rudi,1,0,1
kamri,1,0,1
kberadaan,1,0,1
mnyengsarakan,1,0,1
tntu,1,0,1
bhkan,1,0,1
kalah,1,0,1
brsampaing,1,0,1
shingga,1,0,1
trsedia,1,0,1
krja,1,0,1
mncapai,1,0,1
jago,1,0,1
gaada,1,0,1
ngerusak,1,0,1
sakit,1,0,1
duka,1,0,1
pulang,1,0,1
rahmatulloh,1,0,1
bner,1,0,1
kta,1,0,1
dapet,1,0,1
kualitas,1,0,1
gambling,1,0,1
nyoba,1,0,1
botol,1,0,1
botak,1,0,1
tolol,1,0,1
ngak,1,0,1
lansung,1,0,1
nguntungin,1,0,1
bangkrut,0,1,1
aseng,1,0,1
mending,1,0,1
fokus,1,0,1
entertain,1,0,1
nyemplung,1,0,1
nambah,1,0,1
keruh,1,0,1
batin,1,0,1
suasana,1,0,1
adab,1,0,1
nekat,1,0,1
desta,1,0,1
jkw,1,0,1
fungsi,1,0,1
ahli,1,0,1
masing-masing,1,0,1
semena,0,1,1
mena,0,1,1
asa,0,1,1
nikmat,0,1,1
cucu,0,1,1
borjuis,1,0,1
sial,1,0,1
dandan,1,0,1
ancor,1,0,1
demokratif,1,0,1
singkat,1,0,1
kompleks,1,0,1
segara,1,0,1
publikasi,1,0,1
ketuk,1,0,1
muluk,1,0,1
sistematis,0,1,1
administrasi,0,1,1
birokrasi,0,1,1
deeeeeng,1,0,1
oke,1,0,1
gapaham,1,0,1
mbknya,1,0,1
negative,1,0,1
jempol,1,0,1
gel,1,0,1
bangga,1,0,1
amrik,1,0,1
neg,1,0,1
gegara,1,0,1
george,1,0,1
floyd,1,0,1
tewas,1,0,1
why,1,0,1
murka,1,0,1
garap,1,0,1
haru,1,0,1
kuda,1,0,1
dsn,1,0,1
demokrrat,1,0,1
suka,1,0,1
kamis,1,0,1
manusi,1,0,1
hadir,1,0,1
pngen,0,1,1
amal,0,1,1
d,0,1,1
ingsun,0,1,1
walkak,0,1,1
likuk,0,1,1
ben,0,1,1
urip,0,1,1
kira,0,1,1
ngebahas,1,0,1
diteriakin,1,0,1
dewan,1,0,1
apalgi,1,0,1
bangkee,1,0,1
suruh,0,1,1
ngajuin,0,1,1
nek,0,1,1
ra,0,1,1
ro,0,1,1
jebul,0,1,1
wes,0,1,1
jawil,0,1,1
ajuin,0,1,1
intruksi,0,1,1
om,0,1,1
llo,0,1,1
lho,0,1,1
warung,1,0,1
kopi,1,0,1
hrs,1,0,1
nutupi,1,0,1
draftnya,1,0,1
sesat,1,0,1
divalidasi,1,0,1
akademisi,1,0,1
kali,1,0,1
webinar,1,0,1
bulan,1,0,1
upah,1,0,1
dokter,0,1,1
tirta,0,1,1
cerdas,1,0,1
kecam,1,0,1
ibarat,1,0,1
gede,1,0,1
tetangga,1,0,1
nolong,1,0,1
woy,1,0,1
nyiramnya,1,0,1
comberan,1,0,1
merk,1,0,1
ramasuk,1,0,1
gelo,1,0,1
sungai,1,0,1
gunung,1,0,1
oksigen,1,0,1
ancur,1,0,1
tilik,1,0,1
mo,0,1,1
dtunggangi,0,1,1
ambisius,0,1,1
dpilkada,0,1,1
jelasin,1,0,1
kasi,1,0,1
taun,1,0,1
buktiin,1,0,1
hey,1,0,1
buddyyyyy,1,0,1
untut,1,0,1
transparasi,1,0,1
ajar,1,0,1
diperjuangin,1,0,1
melek,0,1,1
plis,0,1,1
ahlaq,0,1,1
ngikut,0,1,1
trending,0,1,1
cemas,0,1,1
ma,0,1,1
y,0,1,1
ngrugiin,0,1,1
ngetik,0,1,1
ngetiknya,0,1,1
wkwkwk,0,1,1
chaos,1,0,1
wenang,1,0,1
ketika,0,1,1
dibully,0,1,1
maki,0,1,1
otoriter,0,1,1
senggol,1,0,1
bacok,1,0,1
layang,1,0,1
singapura,0,1,1
kau,0,1,1
video,0,1,1
indikasi,0,1,1
lahir,0,1,1
th,0,1,1
mantan,0,1,1
insting,0,1,1
rekayasa,0,1,1
ngeluh,1,0,1
allah,1,0,1
doa,1,0,1
bego,1,0,1
sumpahin,1,0,1
neraka,1,0,1
walikota,1,0,1
hajat,1,0,1
untukapa,1,0,1
patuh,1,0,1
insfratruktur,1,0,1
jangka,1,0,1
beberpa,1,0,1
temu,1,0,1
bincang,1,0,1
jenak,1,0,1
krna,1,0,1
linkaran,1,0,1
iblis,1,0,1
pancasilais,1,0,1
mengugatnya,1,0,1
ri,1,0,1
filter,1,0,1
suri,1,0,1
bantuanya,1,0,1
hadap,1,0,1
kawal,1,0,1
dibayang,1,0,1
blm,0,1,1
pesimis,0,1,1
iyaa,1,0,1
trust,1,0,1
lingkup,1,0,1
guideline,1,0,1
eksekusi,1,0,1
konsep,1,0,1
hehehe,1,0,1
ketidakadilan,0,1,1
bedah,1,0,1
pokok,1,0,1
solanya,0,1,1
tribunnews,0,1,1
google,0,1,1
drive,0,1,1
akses,0,1,1
donk,0,1,1
thanks,0,1,1
please,0,1,1
banner,0,1,1
setinggi,0,1,1
giring,0,1,1
resume,0,1,1
konferensi,0,1,1
pers,0,1,1
md,0,1,1
dishare,0,1,1
godok,1,0,1
gubris,1,0,1
mengcover,1,0,1
maka,1,0,1
industri,1,0,1
knp,1,0,1
terburu,1,0,1
pasalnya,1,0,1
serta,1,0,1
transparan,1,0,1
kesalahpahaman,0,1,1
info,0,1,1
mainstream,0,1,1
ternaman,0,1,1
kelar,0,1,1
utang,1,0,1
lengser,1,0,1
adik,1,0,1
kak,0,1,1
kenapa,0,1,1
medis,0,1,1
rejekinya,0,1,1
sepi,0,1,1
detilnya,0,1,1
halaman,0,1,1
resistance,0,1,1
kalimat,0,1,1
pemprov,0,1,1
jabar,0,1,1
surat,0,1,1
rau,0,1,1
dprdnya,0,1,1
sukses,0,1,1
pintu,0,1,1
rezeki,0,1,1
larang,0,1,1
impor,0,1,1
karyawannya,0,1,1
lamar,0,1,1
damai,0,1,1
mprof,0,1,1
interogasi,1,0,1
model,1,0,1
patah,1,0,1
framingnya,0,1,1
jujur,0,1,1
nemu,0,1,1
analisa,0,1,1
lengkap,0,1,1
positive,0,1,1
unggul,0,1,1
skip,0,1,1
standar,1,0,1
daknya,1,0,1
misal,1,0,1
perempuan,1,0,1
ngegodain,1,0,1
in,1,0,1
imbalanya,1,0,1
sahkanya,1,0,1
resah,1,0,1
duduk,1,0,1
diyeyeyein,0,1,1
mojokin,0,1,1
kurespon,0,1,1
mba,0,1,1
backing,1,0,1
advocat,1,0,1
tera,1,0,1
belah,1,0,1
peran,1,0,1
bro,1,0,1
manipulatif,1,0,1
terkadang,1,0,1
diberitain,1,0,1
realita,1,0,1
steer,1,0,1
heboh,1,0,1
imbas,1,0,1
rahasia,1,0,1
alami,1,0,1
stm,1,0,1
syahwat,1,0,1
parpol,1,0,1
kasihan,1,0,1
tiket,1,0,1
kereta,1,0,1
truk,1,0,1
bus,1,0,1
almet,0,1,1
ditanyain,0,1,1
basic,0,1,1
dijadiin,0,1,1
lhaaaa,0,1,1
anti,1,0,1
gerindra,1,0,1
milu,1,0,1
dua,1,0,1
come,1,0,1
polos,1,0,1
narik,1,0,1
simpati,1,0,1
pdip,1,0,1
zaman,1,0,1
gaya,1,0,1
hoaxnya,1,0,1
kritis,1,0,1
smi,0,1,1
kompeten,0,1,1
tidur,1,0,1
nyenyak,1,0,1
dsuatu,1,0,1
pengaruh,1,0,1
trhadap,1,0,1
toh,1,0,1
saling,1,0,1
tangis,1,0,1
dikatain,0,1,1
buzzer,0,1,1
shut,0,1,1
ngebikin,0,1,1
prp,0,1,1
relevan,0,1,1
hipokrit,0,1,1
ramah,1,0,1
website,1,0,1
resmi,1,0,1
sumatera,1,0,1
plontos,1,0,1
gali,1,0,1
gundul,1,0,1
kelapa,1,0,1
klopun,0,1,1
prakarsa,0,1,1
imb,0,1,1
acc,0,1,1
handle,0,1,1
keteter,0,1,1
dingin,1,0,1
panas,1,0,1
valid,0,1,1
minim,0,1,1
broadcast,0,1,1
to,0,1,1
ragu,0,1,1
via,0,1,1
zoom,0,1,1
diancurin,0,1,1
dipindahin,0,1,1
lari,0,1,1
hmmm,0,1,1
nganu,0,1,1
gin,1,0,1
ayat,0,1,1
rang,0,1,1
lebay,1,0,1
cantik,1,0,1
baing,1,0,1
kerok,1,0,1
biang,1,0,1
fisik,1,0,1
syantik,1,0,1
be,1,0,1
dair,1,0,1
sebab,1,0,1
akibanya,1,0,1
corona,1,0,1
geram,1,0,1
muak,1,0,1
lucu,1,0,1
yah,1,0,1
thread,1,0,1
substansi,1,0,1
erti,1,0,1
gmn,1,0,1
tapu,1,0,1
ngoceh,1,0,1
diviralkan,1,0,1
orasi,1,0,1
seragam,1,0,1
buta,1,0,1
perkara,1,0,1
cenderung,1,0,1
mengglorifikasi,1,0,1
pretel,1,0,1
raja,1,0,1
provokasi,0,1,1
ide,1,0,1
nyorot,1,0,1
kacau,1,0,1
bentur,1,0,1
canda,1,0,1
serius,1,0,1
inflasi,0,1,1
emank,0,1,1
olb,0,1,1
ump,0,1,1
daya,0,1,1
tawar,0,1,1
barang,0,1,1
alir,0,1,1
devisa,0,1,1
dongkrak,0,1,1
mafia,0,1,1
bnyak,1,0,1
sbentar,1,0,1
pahlawan,1,0,1
pun,0,1,1
eh,1,0,1
dibentrokin,1,0,1
gabakal,1,0,1
besaran,1,0,1
timbul,1,0,1
file,0,1,1
min,0,1,1
dusta,0,1,1
mmt,1,0,1
market,1,0,1
free,1,0,1
trade,1,0,1
fair,1,0,1
produksi,1,0,1
tekan,1,0,1
pdb,1,0,1
ala,1,0,1
tiongkok,1,0,1
silau,1,0,1
jika,0,1,1
harmonisasi,0,1,1
antar,0,1,1
regulasi,0,1,1
kemas,0,1,1
implementasi,0,1,1
ngotot,1,0,1
tantang,1,0,1
kecuali,1,0,1
linknya,1,0,1
hahahahaha,1,0,1
hahahaha,1,0,1
menangin,1,0,1
nyenangin,1,0,1
konglo,1,0,1
hahahah,1,0,1
komposisi,1,0,1
unsur,1,0,1
ngebut,1,0,1
konten,1,0,1
desas,1,0,1
desus,1,0,1
dipake,1,0,1
disinformasi,1,0,1
ngelanggar,1,0,1
partisipasi,1,0,1
omg,1,0,1
cetek,1,0,1
think,1,0,1
naikin,1,0,1
ht,1,0,1
ngeht,1,0,1
spam,1,0,1
semata,1,0,1
keluh,1,0,1
perihal,1,0,1
ditrendingkan,1,0,1
modern,1,0,1
tikam,1,0,1
nasib,1,0,1
represi,1,0,1
komitmen,0,1,1
sri,0,1,1
mulyani,0,1,1
indrawati,0,1,1
oecd,0,1,1
forum,0,1,1
green,0,1,1
finance,0,1,1
investment,0,1,1
virtual,0,1,1
jumat,0,1,1
sdr,0,1,1
picu,1,0,1
konflik,1,0,1
tingkat,1,0,1
derajat,1,0,1
tadi,1,0,1
kian,1,0,1
sekadar,1,0,1
menyelesampaikan,1,0,1
sunti,1,0,1
beneran,0,1,1
a,0,1,1
real,0,1,1
thing,0,1,1
poster,0,1,1
presepsi,0,1,1
suplai,1,0,1
batubara,1,0,1
listrik,1,0,1
otsus,0,1,1
otsuspapua,0,1,1
habis,1,0,1
ulit,1,0,1
kuku,1,0,1
nyamuk,1,0,1
penghisap,1,0,1
bulu,1,0,1
jem,1,0,1
kalang,0,1,1
merupakqn,0,1,1
terobos,0,1,1
emas,0,1,1
ulur,0,1,1
arif,0,1,1
serasi,0,1,1
selaras,0,1,1
beban,1,0,1
memanfatkan,1,0,1
bongkar,1,0,1
pasang,1,0,1
culas,1,0,1
kkn,1,0,1
sayang,1,0,1
kpk,1,0,1
impoten,1,0,1
kontroversial,1,0,1
ramai,1,0,1
ibu,1,0,1
acung,1,0,1
jari,1,0,1
patik,1,0,1
gerak,1,0,1
jls,1,0,1
tusuk,1,0,1
nadi,1,0,1
martabat,1,0,1
kemanusian,1,0,1
pabrik,1,0,1
tetiba,1,0,1
klu,1,0,1
by,1,0,1
desampain,1,0,1
sedasyat,1,0,1
daftar,0,1,1
persero,0,1,1
batas,0,1,1
pt,0,1,1
kolaborasi,0,1,1
deregulasi,1,0,1
thd,1,0,1
peruuan,1,0,1
hambat,1,0,1
karpet,1,0,1
merah,1,0,1
sklgus,1,0,1
buldozer,1,0,1
adat,1,0,1
fihak,1,0,1
abur,1,0,1
anarki,1,0,1
semenjak,1,0,1
puruk,1,0,1
kroni,1,0,1
imperialis,1,0,1
bujuk,1,0,1
tirani,1,0,1
perlahan,1,0,1
dirugiin,1,0,1
kantor,1,0,1
eksploitasi,1,0,1
deh,1,0,1
susun,1,0,1
gaduh,1,0,1
realistis,1,0,1
belanda,1,0,1
serap,1,0,1
celah,1,0,1
its,1,0,1
okay,1,0,1
upaya,0,1,1
periksa,0,1,1
guru,0,1,1
terbit,0,1,1
sertifikat,0,1,1
aju,1,0,1
semat,1,0,1
royalti,1,0,1
enek,1,0,1
international,1,0,1
p,0,1,1
jalur,0,1,1
melu,0,1,1
gae,0,1,1
prosedur,0,1,1
ku,0,1,1
ws,0,1,1
apik,0,1,1
konsultan,0,1,1
e,0,1,1
mbulet,0,1,1
ga,0,1,1
karuan,0,1,1
kudu,0,1,1
nyangoni,0,1,1
wong,0,1,1
akeh,0,1,1
sek,0,1,1
diplintir,1,0,1
penyerdahanaan,1,0,1
ngaku,1,0,1
pandai,1,0,1
akting,1,0,1
sekolah,1,0,1
lantar,1,0,1
tara,1,0,1
m,1,0,1
olah,1,0,1
bungkam,1,0,1
wey,1,0,1
blokade,1,0,1
nego,1,0,1
lempari,1,0,1
gas,1,0,1
pdi,0,1,1
potensi,0,1,1
prahh,0,1,1
judul,0,1,1
click,0,1,1
bait,0,1,1
mlah,0,1,1
bank,0,1,1
puji,0,1,1
ngara,0,1,1
smuanya,0,1,1
pesan,1,0,1
ribu,1,0,1
ricuh,1,0,1
mute,1,0,1
darurat,1,0,1
rekomendasi,1,0,1
diharapin,1,0,1
sii,0,1,1
dalil,0,1,1
mnurut,0,1,1
koo,0,1,1
lohh,0,1,1
dri,0,1,1
brbagai,0,1,1
antre,0,1,1
sebebkan,1,0,1
lingkuan,1,0,1
contonya,1,0,1
rente,0,1,1
brengsek,0,1,1
kongkalikong,0,1,1
trtm,0,1,1
ratus,0,1,1
tumpang,0,1,1
tindih,0,1,1
pas,1,0,1
beres,1,0,1
kanyenya,0,1,1
musuh,0,1,1
saya,0,1,1
i,0,1,1
stand,0,1,1
with,0,1,1
my,0,1,1
president,0,1,1
god,0,1,1
bless,0,1,1
sir,0,1,1
mua,1,0,1
formil,1,0,1
maupun,1,0,1
materil,1,0,1
masyrakat,1,0,1
petinggi,1,0,1
tampil,1,0,1
gentleman,1,0,1
cundang,1,0,1
gudang,1,0,1
yaitu,1,0,1
cegah,1,0,1
sampe,1,0,1
awkwkwk,1,0,1
ngebela,1,0,1
mulai,1,0,1
ni,1,0,1
bayangin,1,0,1
kmu,1,0,1
dekat,1,0,1
mu,1,0,1
hormat,1,0,1
ciptakerja,1,0,1
tang,1,0,1
kaliii,1,0,1
imilah,1,0,1
gambar,1,0,1
tnp,1,0,1
komisi,1,0,1
infografis,0,1,1
final,0,1,1
issue,0,1,1
gatau,0,1,1
karakter,0,1,1
tunduk,1,0,1
sanggup,1,0,1
biarpun,1,0,1
kontitusi,1,0,1
mentah,1,0,1
serentak,1,0,1
psti,1,0,1
nyaa,1,0,1
bkln,1,0,1
rampas,1,0,1
patok,1,0,1
trsbt,1,0,1
cpt,1,0,1
lm,1,0,1
akn,1,0,1
mnjd,1,0,1
jongos,1,0,1
man,1,0,1
doank,1,0,1
legal,1,0,1
kontrak,1,0,1
umur,1,0,1
pensiun,1,0,1
jht,1,0,1
harga,1,0,1
emban,1,0,1
misi,1,0,1
sinting,1,0,1
disahin,1,0,1
ketua,1,0,1
nemuin,1,0,1
itikad,1,0,1
delegasi,1,0,1
ketemu,1,0,1
taruh,1,0,1
klas,1,0,1
vs,1,0,1
sjw,1,0,1
ava,1,0,1
sekitar,1,0,1
tweet,1,0,1
r,1,0,1
ngegantung,1,0,1
multitafsir,1,0,1
jurig,1,0,1
pura,1,0,1
ber,1,0,1
almamater,1,0,1
waist,1,0,1
bag,1,0,1
versace,1,0,1
kw,1,0,1
mimpi,0,1,1
kesan,1,0,1
ditutupin,1,0,1
paket,0,1,1
wifi,0,1,1
klausul,1,0,1
dibiarin,1,0,1
cm,1,0,1
pangku,1,0,1
jr,1,0,1
dikeluarin,1,0,1
patut,1,0,1
pegang,1,0,1
ekstraksi,1,0,1
eksekutif,1,0,1
legislatif,1,0,1
reaksi,1,0,1
detail,1,0,1
pangkas,1,0,1
hewan,1,0,1
demokrasi,1,0,1
cinta,1,0,1
titik,1,0,1
viral,1,0,1
jagad,1,0,1
simpan,1,0,1
pria,1,0,1
hidung,1,0,1
belang,1,0,1
status,1,0,1
jam,1,0,1
wajah,1,0,1
rejim,1,0,1
halang,1,0,1
xin,1,0,1
jinping,1,0,1
anjing,1,0,1
nkri,1,0,1
dikuasampai,1,0,1
opportunis,1,0,1
hip,1,0,1
bpip,1,0,1
minerba,1,0,1
bubar,1,0,1
peras,1,0,1
dikerjain,1,0,1
stop,1,0,1
negatif,0,1,1
mas,0,1,1
anggur,0,1,1
yaudahlah,1,0,1
biarin,1,0,1
ketidakpuasan,1,0,1
walau,1,0,1
ngintel,1,0,1
intelijen,1,0,1
unt,1,0,1
koruptor,1,0,1
harto,1,0,1
kepala,1,0,1
nusantara,1,0,1
obl,1,0,1
coret,1,0,1
sertifikasi,1,0,1
mui,1,0,1
jg,1,0,1
mrs,1,0,1
munafik,1,0,1
naif,1,0,1
istighfar,1,0,1
btw,1,0,1
ko,1,0,1
ttd,1,0,1
materai,1,0,1
yok,0,1,1
malas,0,1,1
skuy,0,1,1
sanding,0,1,1
lembar,0,1,1
yth,0,1,1
,,,6026
